Timestamp,AsOf,Location,Permits,Spots_Available,Vacancy_Enabled
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,60 Scenic Blvd (SE4),Blue,901,True
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,62 Scenic Blvd (SE5),Blue,284,True
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,268,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,314,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Northern,Blue,2798,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Northern,Red,538,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Northern,Yellow,15,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Northern,Green,6,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Northern,Blue,206,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Southern,Visitor,302,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Southern,Blue,1257,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Southern,Red,754,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Southern,Yellow,0,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Southern,Green,0,False
2026-08-22 13:47:39,22/08/2026 23:46:17 PM,Southern,None,0,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,10 Research Way (N1) Gnd,Visitor,201,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,3 Alliance Lane (W1),Blue,206,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,20 Ancora Imparo Way (S2) P1-P4,Red,778,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,20 Ancora Imparo Way (S2) P1,Green,137,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,52 Scenic Blvd (SE1),Red / Orange,342,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,54 Scenic Blvd (SE2),Blue,71,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,64 Scenic Blvd (SE3),Visitor,310,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,60 Scenic Blvd (SE4),Blue,902,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,62 Scenic Blvd (SE5),Blue,285,True
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,268,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,315,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Northern,Blue,2798,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Northern,Red,538,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Northern,Yellow,15,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Northern,Green,6,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Northern,Blue,206,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Southern,Visitor,310,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Southern,Blue,1258,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Southern,Red,778,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Southern,Yellow,0,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Southern,Green,0,False
2026-08-22 14:01:03,23/08/2026 00:00:18 AM,Southern,None,0,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,10 Research Way (N1) Gnd,Visitor,202,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,3 Alliance Lane (W1),Blue,205,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,20 Ancora Imparo Way (S2) P1-P4,Red,792,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,52 Scenic Blvd (SE1),Red / Orange,348,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,54 Scenic Blvd (SE2),Blue,71,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,64 Scenic Blvd (SE3),Visitor,316,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,60 Scenic Blvd (SE4),Blue,902,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,62 Scenic Blvd (SE5),Blue,287,True
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,268,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,315,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Northern,Blue,2798,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Northern,Red,538,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Northern,Yellow,15,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Northern,Green,6,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Northern,Blue,205,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Southern,Visitor,316,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Southern,Blue,1260,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Southern,Red,792,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Southern,Yellow,0,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Southern,Green,0,False
2026-08-22 14:26:42,23/08/2026 00:26:16 AM,Southern,None,0,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,10 Research Way (N1) Gnd,Visitor,203,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,3 Alliance Lane (W1),Blue,206,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,20 Ancora Imparo Way (S2) P1-P4,Red,792,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,52 Scenic Blvd (SE1),Red / Orange,349,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,54 Scenic Blvd (SE2),Blue,71,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,64 Scenic Blvd (SE3),Visitor,316,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,60 Scenic Blvd (SE4),Blue,902,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,62 Scenic Blvd (SE5),Blue,286,True
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,268,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,315,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Northern,Blue,2798,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Northern,Red,538,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Northern,Yellow,15,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Northern,Green,6,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Northern,Blue,206,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Southern,Visitor,316,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Southern,Blue,1259,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Southern,Red,792,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Southern,Yellow,0,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Southern,Green,0,False
2026-08-22 14:45:37,23/08/2026 00:44:14 AM,Southern,None,0,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,10 Research Way (N1) Gnd,Visitor,203,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,3 Alliance Lane (W1),Blue,206,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,20 Ancora Imparo Way (S2) P1-P4,Red,792,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,52 Scenic Blvd (SE1),Red / Orange,349,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,54 Scenic Blvd (SE2),Blue,72,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,64 Scenic Blvd (SE3),Visitor,316,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,60 Scenic Blvd (SE4),Blue,901,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,62 Scenic Blvd (SE5),Blue,287,True
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,268,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,315,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Northern,Blue,2798,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Northern,Red,538,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Northern,Yellow,15,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Northern,Green,6,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Northern,Blue,206,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Southern,Visitor,316,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Southern,Blue,1260,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Southern,Red,792,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Southern,Yellow,0,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Southern,Green,0,False
2026-08-22 14:59:45,23/08/2026 00:58:15 AM,Southern,None,0,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,10 Research Way (N1) Gnd,Visitor,204,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,20 Ancora Imparo Way (S2) P1-P4,Red,791,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,52 Scenic Blvd (SE1),Red / Orange,354,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,54 Scenic Blvd (SE2),Blue,72,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,64 Scenic Blvd (SE3),Visitor,316,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,60 Scenic Blvd (SE4),Blue,902,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,62 Scenic Blvd (SE5),Blue,288,True
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,269,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,315,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Northern,Blue,2798,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Northern,Red,538,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Northern,Yellow,15,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Northern,Green,6,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Northern,Blue,207,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Southern,Visitor,316,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Southern,Blue,1262,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Southern,Red,791,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Southern,Yellow,0,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Southern,Green,0,False
2026-08-22 15:22:31,23/08/2026 01:22:18 AM,Southern,None,0,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,10 Research Way (N1) Gnd,Visitor,204,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,52 Scenic Blvd (SE1),Red / Orange,353,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,54 Scenic Blvd (SE2),Blue,72,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,64 Scenic Blvd (SE3),Visitor,317,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,60 Scenic Blvd (SE4),Blue,902,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,62 Scenic Blvd (SE5),Blue,288,True
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,269,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,315,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Northern,Blue,2798,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Northern,Red,538,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Northern,Yellow,15,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Northern,Green,6,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Northern,Blue,207,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Southern,Visitor,317,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Southern,Blue,1262,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Southern,Red,793,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Southern,Yellow,0,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Southern,Green,0,False
2026-08-22 15:40:47,23/08/2026 01:40:16 AM,Southern,None,0,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,10 Research Way (N1) Gnd,Visitor,204,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,52 Scenic Blvd (SE1),Red / Orange,353,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,54 Scenic Blvd (SE2),Blue,72,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,64 Scenic Blvd (SE3),Visitor,317,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,60 Scenic Blvd (SE4),Blue,902,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,62 Scenic Blvd (SE5),Blue,288,True
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,"N1 - L4, 2 Innovation Walk",Blue,641,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,"N1 - L5, 2 Innovation Walk",Blue,641,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,"Sth East 4 L1 (SE4), 60 Scenic Blvd",Blue,269,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,"Sth East 4 L2 (SE4), 60 Scenic Blvd",Blue,315,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Northern,Blue,2798,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Northern,Red,538,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Northern,Yellow,15,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Northern,Green,6,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Northern,Blue,207,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Southern,Visitor,317,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Southern,Blue,1262,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Southern,Red,793,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Southern,Yellow,0,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Southern,Green,0,False
2026-08-22 15:55:26,23/08/2026 01:54:17 AM,Southern,None,0,False
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,10 Research Way (N1) Gnd,Orange,23,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,10 Research Way (N1) Gnd,Red,247,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,10 Research Way (N1) Gnd,Yellow,15,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,10 Research Way (N1) Gnd,Green,6,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,10 Research Way (N1) Gnd,Visitor,204,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,2 Innovation Walk (N1) L1-6,Blue,2798,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,2 Innovation Walk (N1) L1,Red,291,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,3 Alliance Lane (W1),Blue,207,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,30 Ancora Imparo Way (S1),Yellow / Green / Orange,0,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,20 Ancora Imparo Way (S2) P1-P4,Red,793,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,20 Ancora Imparo Way (S2) P1,Green,147,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,52 Scenic Blvd (SE1),Red / Orange,351,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,54 Scenic Blvd (SE2),Blue,72,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,64 Scenic Blvd (SE3),Visitor,317,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,60 Scenic Blvd (SE4),Blue,902,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,62 Scenic Blvd (SE5),Blue,288,True
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,133 Wellington Rd (OC1),Visitor,0,False
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,"N1 - L2, 2 Innovation Walk",Blue,636,False
2026-08-22 16:12:01,23/08/2026 02:10:15 AM,"N1 - L3, 2 Innovation Walk",Blue,646,False
